,aid,Authors,Title,Pub_year,Concept_mod,Graphical,Robust,Response
967,1028,"Syakur, A.; Wibowo, J. T.; Firmansyah, F.; Azam, I.; Linkie, M.",Ensuring local stakeholder support for marine conservation: Establishing a locally-managed marine area network in Aceh,2012,0,0,0,None
681,698,"Tabuti, J. R. S.; Ticktin, T.; Arinaitwe, M. Z.; Muwanika, V. B.","Community attitudes and preferences towards woody species: Implications for conservation in Nawaikoke, Uganda",2009,0,0,0,None
968,1029,"Taylor, P. L.; Cronkleton, P.; Barry, D.",Learning in the field: Using community self studies to strengthen forest-based social movements,2013,0,0,0,None
682,699,"Taylor, R.",Community based natural resource management in Zimbabwe: the experience of CAMPFIRE,2009,0,0,0,None
683,700,"Temudo, M. P.","the white men bought the forests: Conservation and contestation in Guinea-Bissau, Western Africa",2012,0,0,0,None
684,701,"Terk, E.; Knowlton, N.",The role of SCUBA diver user fees as a source of sustainable funding for coral reef marine Protected areas,2010,0,0,0,None
969,1030,"Tesfaye, Y.; Roos, A.; Campbell, B. M.; Bohlin, F.","Livelihood strategies and the role of forest income in participatory-managed forests of Dodola area in the bale highlands, southern Ethiopia",2011,0,0,0,None
970,1031,"Tessema, M. E.; Lilieholm, R. J.; Ashenafi, Z. T.; Leader-Williams, N.",Community attitudes toward wildlife and protected areas in Ethiopia,2010,0,0,0,None
972,1033,"Thaworn, R.; Kelley, L.; Yasmi, Y.",Can biodiversity conservation go hand in hand with local livelihoods? A case of conflict resolution in Thailand,2010,0,0,0,None
688,706,"Thompson, M.; Homewood, K.","Entrepreneurs, elites, and exclusion in Maasailand: Trends in wildlife conservation and pastoralist development",2002,0,0,0,None
689,707,"Thompson, P. M.; Sultana, P.; Islam, N.",Lessons from community based management of floodplain fisheries in Bangladesh,2003,0,0,0,None
992,1053,"Thoms, C.A.",Constituting forest communities in the hills of Nepal,2007,0,0,0,None
993,1054,"Thoms, C.A.",Community control of resources and the challenge of improving local livelihoods: A critical examination of community forestry in Nepal,2008,0,0,0,None
994,1055,"Thondhlana, G., Vedeld, P., Shackleton, S.","Natural resource use, income and dependence among San and Mier communities bordering Kgalagadi Transfrontier Park, southern Kalahari, South Africa",2012,0,0,0,None
690,708,"Thuy, N. N.; Dwivedi, P.; Rossi, F.; Alavalapati, J. R. R.; Thapa, B.","Role of social capital in determining conservation attitude: A case study from Cat Tien National Park, Vietnam",2011,0,0,0,None
996,1057,"Timah, E.A., Ajaga, N., Tita, D.F., Ntonga, L.M., Bongsiysi, I.B.",Demographic pressure and natural resources conservation,2008,0,0,0,None
997,1058,"Timko, J.",Conservation at What Cost? A Case Study of the Social Implications of Protected Areas and the Role of Local People in Vietnam,2001,0,0,0,None
693,711,"Tiwari, P. C.; Joshi, B.","Resource utilization pattern and rural livelihood in Nanda Devi biosphere reserve buffer zone villages, Uttarakhand, Himalaya, India",2009,0,0,0,None
694,712,"To, P. X.; Dressler, W. H.; Mahanty, S.; Pham, T. T.; Zingerli, C.",The Prospects for Payment for Ecosystem Services (PES) in Vietnam: A Look at Three Payment Schemes,2012,0,0,0,None
998,1059,"Tobey, J., Torell, E.",Coastal poverty and MPA management in mainland Tanzania and Zanzibar ,2006,0,0,0,None
1019,1082,"Tomicevic, J.; Shannon, M.A.; Vuletic, D.",Developing local capacity for participatory management of protected areas: the case of Tara National Park,2010,0,0,0,None
1023,1086,"Torell, E.; Crawford, B.; Kotowicz, D.; Herrera, M.D.; Tobey, J.","Moderating our Expectations on Livelihoods in ICM: Experiences from Thailand, Nicaragua, and Tanzania",2012,0,0,0,None
696,714,"Torri, M. C.","Power, structure, gender relations and community-based conservation: The Cawswe study of the Sariska region, Rajasthan, India",2010,0,0,0,None
1024,1087,"Torri, M.C.","Conservation, Relocation and the Social Consequences of Conservation Policies in Protected Areas: Case Study of the Sariska Tiger Reserve, India",2011,0,0,0,None
1025,1088,"Tougiani, A.; Guero, C.; Rinaudo, T.","Community mobilisation for improved livelihoods through tree crop management in Niger. GeoJournal. 74, 377-389.",2009,0,0,0,None
231,242,"Triet, T.","Combining biodiversity conservation with poverty alleviation - a case study in the Mekong Delta, Vietnam",2010,0,0,0,None
1026,1089,"Triguero-Mas, M.; Olomi-Sola, M.; Jha, N.; Zorondo-Rodriguez, F.; Reyes-Garcia, V.","Urban and rural perceptions of protected areas: a case study in Dandeli Wildlife Sanctuary, Western Ghats, India",2010,0,0,0,None
698,716,"Trimble, M.; Johnson, D.",Artisanal fishing as an undesirable way of life? The implications for governance of fishers' wellbeing aspirations in coastal Uruguay and southeastern Brazil,2013,0,0,0,None
699,717,"Tropp, J.","Displaced people, replaced narratives: Forest conflicts and historical perspectives in the Tsolo district, Transkei",2003,0,0,0,None
700,718,"Tumusiime, D. M.; Vedeld, P.; Gombya-Ssembajjwe, W.",Breaking the law? Illegal livelihoods from a Protected Area in Uganda,2011,0,0,0,None
1043,1113,Turyahabwe et al,Impact of collaborative forest management on forest status and local perceptions of contribution to livelihoods in Uganda,2013,0,0,0,None
702,720,"Tynsong, H.; Tiwari, B. K.; Dkhar, M.","Contribution of NTFPs to cash income of the War Khasi community of southern Meghalaya, North-East India",2012,0,0,0,None
973,1034,"Uberhuaga, P.; Larsen, H. O.; Treue, T.",Indigenous forest management in Bolivia: Potentials for livelihood improvement,2011,0,0,0,None
974,1035,United Nations Development Programme,"Rush and Reed Conservation and Diversification Program, Sri Lanka. Equator Initiative Case Study Series",2012,0,0,0,None
704,722,"Ur-Rehman, M.; Chisholm, N.","Factors affecting households' participation in the natural resource management activities in district abbottabad, NWFP, Pakistan: A multivariate analysis",2007,0,0,0,None
975,1036,"Utthawang, P.; Wongchantra, P.; Neungchalerm, P.","The Multiple intelligences integrated learning of environmental education to promote knowledge, attitude and awareness about environmental conservation of Chiang Mai Rajabhat University students",2012,0,0,0,None
978,1039,"van der Ploeg, J.; Ara_o, R. R.; van Weerd, M.",What local people think about crocodiles: Challenging environmental policy narratives in the Philippines,2011,0,0,0,None
980,1041,"Vicente, J. A.; Cerezo, R. B.","The socio-economic contributions of marine protected areas to the fisherfolk of Lingayen Gulf, Northwestern Philippines",2010,0,0,0,None
707,725,"Vieitas, C. F.; Lopez, G. G.; Marcovaldi, M. A.",Local community involvement in conservation_the use of mini-guides in a programme for sea turtles in Brazil,1999,0,0,0,None
709,727,"Virtanen, P.",Community-Based Natural Resource Management in Mozambique: A Critical Review of the ConceptՎs Applicability at Local Level,2005,0,0,0,None
711,729,"Von Essen, L. M.; Ferse, S. C. A.; Glaser, M.; Kunzmann, A.","Attitudes and perceptions of villagers toward community-based mariculture in Minahasa, North Sulawesi, Indonesia",2013,0,0,0,None
712,730,"Vorlaufer, K.","CAMPFIRE - The political ecology of poverty alleviation, wildlife utilisation and biodiversity conservation in Zimbabwe",2002,0,0,0,None
713,731,"Wadley, R. L.; Colfer, C. J. P.; Dennis, R.; Aglionby, J.",The 'Social Life' of conservation: Lessons from Danau Sentarum,2010,0,0,0,None
714,732,"Wadley, R. L.; Pierce Colfer, C. J.; Hood, I. G.",Hunting Primates and Managing Forests: The Case of Iban Forest Farmers in Indonesian Borneo,1997,0,0,0,None
981,1042,"Walker, B. L. E.",Sisterhood and seine-nets: Engendering development and conservation in Ghana's marine fishery,2001,0,0,0,None
982,1043,"Walker, C.I.",Stewardship as an educational process of social learning and change : two case studies conducted in the Western Cape,2011,0,0,0,None
715,733,"Walker, R. C. J.; Hemery, G.; Roberts, E.; McVean, A.","Marine turtle conservation: The integration of a community-based, environmental education programme in southwest Madagascar",2005,0,0,0,None
716,734,"Walmsley, S. F.; White, A. T.","Influence of social, management and enforcement factors on the long-term ecological effects of marine sanctuaries",2003,0,0,0,None
717,735,"Walpole, M. J.; Goodwin, H. J.","Local attitudes towards conservation and tourism around Komodo National Park, Indonesia",2001,0,0,0,None
983,1044,"Walton, M. E. M.; Samonte-Tan, G. P. B.; Primavera, J. H.; Edwards-Jones, G.; Le Vay, L.",Are mangroves worth replanting? The direct economic benefits of a community-based reforestation project,2006,0,0,0,None
984,1045,"Wandersee, S.M.","Land-Cover and Land-Use Change in Human-Environment Systems: Understanding Complex Interactions among Policy and Management, Livelihoods, and Conservation",2013,0,0,0,None
719,737,"Wang, S. W.; Lassoie, J. P.; Curtis, P. D.","Farmer attitudes towards conservation in Jigme Singye Wangchuck National Park, Bhutan",2006,0,0,0,None
720,738,"Warren-Rhodes, K.; Schwarz, A. M.; Boyle, L. N.; Albert, J.; Agalo, S. S.; Warren, R.; Bana, A.; Paul, C.; Kodosiku, R.; Bosma, W.; Yee, D.; R_nnb_ck, P.; Crona, B.; Duke, N.",Mangrove ecosystem services and the potential for carbon revenue programmes in Solomon Islands,2011,0,0,0,None
985,1046,"Waylen, K. A.; McGowan, P. J. K.; Milner-Gulland, E. J.","Ecotourism positively affects awareness and attitudes but not conservation behaviours: A case study at Grande Riviere, Trinidad",2009,0,0,0,None
986,1047,"Webb, E. L.; Maliao, R. J.; Siar, S. V.","Using local user perceptions to evaluate outcomes of protected area management in the Sagay Marine Reserve, Philippines",2004,0,0,0,None
987,1048,"Weber, J. G.; Sills, E. O.; Bauch, S.; Pattanayak, S. K.",Do ICDPs work? An empirical evaluation of forest-based microenterprises in the Brazilian Amazon,2011,0,0,0,None
721,739,"Weeks, R.; Jupiter, S. D.",Adaptive Comanagement of a Marine Protected Area Network in Fiji,2013,0,0,0,None
722,740,"Weladji, R. B.; Tchamba, M. N.","Conflict between people and protected areas within the B_nou_ Wildlife Conservation Area, North Cameroon",2003,0,0,0,None
988,1049,"Wells, S.; Samoilys, M.; Makoloweka, S.; Kalombo, H.",Lessons learnt from a collaborative management programme in coastal Tanzania,2010,0,0,0,None
989,1050,"Weyerhaeuser, H.; Wilkes, A.; Kahrl, F.",Local impacts and responses to regional forest conservation and rehabilitation programs in China's northwest Yunnan province,2005,0,0,0,None
990,1051,"White, A., Deguit, E., Jatulan, W. and Eisma-Osorio, L.",Integrated coastal management in Philippine local governance: Evolution and benefits,2006,0,0,0,None
724,742,"Widayati, A.; Jones, S.; Carlisle, B.","Accessibility Factors and Conservation Forest Designation Affecting Rattan Cane Harvesting in Lambusango Forest, Buton, Indonesia",2010,0,0,0,None
725,743,"Wiggins, S.; Marfo, K.; Anchirinah, V.",Protecting the Forest or the People? Environmental Policies and Livelihoods in the Forest Margins of Southern Ghana,2004,0,0,0,None
726,744,"Wright, J. H.",Use of film for community conservation education in primate habitat countries,2010,0,0,0,None
727,745,"Wunder, S.; Campbell, B.; Frost, P. G. H.; Sayer, J. A.; Iwan, R.; Wollenberg, L.","When donors get cold feet: The community conservation concession in Setulang (Kalimantan, Indonesia) that never happened",2008,0,0,0,None
728,746,"Xu, J.; Chen, L.; Lu, Y.; Fu, B.","Local people's perceptions as decision support for protected area management in Wolong Biosphere Reserve, China",2006,0,0,0,None
729,747,"Xu, J.; L_, Y.; Chen, L.; Liu, Y.",Contribution of tourism development to protected area management: Local stakeholder perspectives,2009,0,0,0,None
1044,1114,Yang et al.,Performance and prospects of payments for ecosystem services programs: Evidence from China,2013,0,0,0,None
1017,1080,"Yang, W.","Ecosystem services, human well-being, and policies in coupled human and natural systems",2013,0,0,0,None
731,749,"Yasuda, A.","The impacts of sport hunting on the livelihoods of local people: A case study of B_nou_ National Park, Cameroon",2011,0,0,0,None
1014,1077,"Yemiru, T.; Roos, A.; Campbell, B. M.; Bohlin, F.","Forest incomes and poverty alleviation under participatory forest management in the bale highlands, Southern Ethiopia",2010,0,0,0,None
732,750,"Yi-fong, C.","The indigenous ecotourism and social development in Taroko National Park area and San-Chan tribe, Taiwan",2012,0,0,0,None
733,751,"Yihune, M.; Bekele, A.; Tefera, Z.","Human-Ethiopian wolf conflict in and around the Simien Mountains National Park, Ethiopia",2008,0,0,0,None
734,752,"Yuan, J.; Dai, L.; Wang, Q.","State-led ecotourism development and nature conservation: A case study of the Changbai Mountain Biosphere Reserve, China",2008,0,0,0,None
735,753,"Yuan, J.; Liu, J.",Fengshui forest management by the Buyi ethnic minority in China,2009,0,0,0,None
736,754,"Zambrano, A. M. A.; Broadbent, E. N.; Durham, W. H.",Social and environmental effects of ecotourism in the Osa Peninsula of Costa Rica: the Lapa Rios case,2010,0,0,0,None
737,755,"Zbinden, S.; Lee, D. R.",Paying for Environmental Services: An analysis of participation in Costa Rica's PSA program,2005,0,0,0,None
1015,1078,"Zhou, D. Q.; Edward Grumbine, R.","National parks in China: Experiments with protecting nature and human livelihoods in Yunnan province, Peoples' Republic of China (PRC)",2011,0,0,0,None
739,757,"Zommers, Z.; Macdonald, D. W.",Protected Areas as Frontiers for Human Migration,2012,0,0,0,None
1016,1079,"Zulu, L.C.",Re-scaling conservation: The political ecology of community based forest management in southern Malawi,2006,0,0,0,None
1001,1062,,"Poverty Alleviation in Tanzania - Forest Reserve Access for villagers of Kidabaga",2005,0,0,0,None
